年度/Year,月份/Month,能源別/Energy Type,發電站名稱/Station Name,發電量(度)/Power Generation(kWh)
2025,04,離岸風力/Offshore Wind,離岸一期風力/Offshore Phase1 Wind Power,16203100
2025,04,太陽能/Solar,大潭電廠太陽光電/Datang Power Plant Solars,127407
2025,04,太陽能/Solar,北部儲運中心太陽光電/Northern Storage and Transportation Center Solars,92365
2025,04,太陽能/Solar,龍潭E/S太陽光電/Longtan E/S Solars,14292
2025,04,太陽能/Solar,竹工E/S太陽光電/Zhugong E/S Solars,22598
2025,04,太陽能/Solar,台中電廠太陽光電/Taichung Power Plant Solars,366856
2025,04,太陽能/Solar,台中龍井太陽光電/Taichung Longjing Solars,623669
2025,04,太陽能/Solar,中科E/S太陽光電/Zhongke E/S Solars,17660
2025,04,太陽能/Solar,彰化彰濱太陽光電/Changhua Changbin Solars,12046800
2025,04,太陽能/Solar,彰林E/S太陽光電/Changlin E/S Solars,29049
2025,04,太陽能/Solar,南投大彎太陽光電/Nantou Dawan Solars,67685
2025,04,太陽能/Solar,台南鹽田太陽光電/Tainan salt field Solars,19682585
2025,04,太陽能/Solar,台南七股太陽光電/Tainan Qigu Solars,664729
2025,04,太陽能/Solar,興達電廠太陽光電/Xingda Power Plant Solars,185729
2025,04,太陽能/Solar,永安鹽灘地太陽光電/Yongan Salt Flats Solars,450741
2025,04,太陽能/Solar,燕巢倉庫太陽光電/Yanchao Warehouse Solars,55901
2025,04,太陽能/Solar,高雄E/S太陽光電/Kaohsiung E/S Solars,87446
2025,04,太陽能/Solar,高雄保寧太陽光電/Kaohsiung Baoning Solars,86061
2025,04,太陽能/Solar,鳳山水庫太陽光電/Fengshan Reservoir Solars,206962
2025,04,太陽能/Solar,核三廠太陽光電/3rd Nuclear Power Plants Solars,390254
2025,04,太陽能/Solar,澎湖七美太陽光電/Penghu Qimei Solars,23443
2025,04,太陽能/Solar,澎湖尖山太陽光電/Penghu jianshan Solars,97347
2025,04,太陽能/Solar,金門金沙太陽光電/Kinmen Jinsha Solars,50744
2025,04,太陽能/Solar,金門塔山太陽光電/Kinmen Tashan Solars,26603
2025,04,太陽能/Solar,金門鵲山太陽光電/Kinmen Queshan Solars,5722
2025,04,太陽能/Solar,馬祖珠山太陽光電/Mazu Zhushan Solars,7990
2025,04,太陽能/Solar,"淡水3.5萬噸配水池太陽光電/Danshui Distribution Reservoir(35,000 tons) Solar",31245
2025,04,太陽能/Solar,中大D/S太陽光電/Zhongda D/S Solars,2945
2025,04,太陽能/Solar,平鎮淨水場太陽光電/Pingzhen Water Treatment Plant Solars,100984
2025,04,太陽能/Solar,大湳淨水場太陽光電/Danan Water Treatment Plant Solars,80811
2025,04,太陽能/Solar,龜山加壓站太陽光電/Guishan Booster Station Solars,29576
2025,04,太陽能/Solar,龍潭淨水場太陽光電/Longtan Water Treatment Plant Solars,31179
2025,04,太陽能/Solar,卓蘭會館太陽光電/Zhuolan Hostel Solars,3146
2025,04,太陽能/Solar,東興淨水場太陽光電/Dongxing Water Treatment Plant Solars,70822
2025,04,太陽能/Solar,后里E/S太陽光電/Houli E/S Solars,8666
2025,04,太陽能/Solar,中部儲運中心太陽光電/Central Storage and Transportation Center Solars,7483
2025,04,太陽能/Solar,東勢新伯公太陽光電/Dongshi Xinbogong Solars,70160
2025,04,太陽能/Solar,嘉義民雄太陽光電/Jiayi Minxiong Solars,3800
2025,04,太陽能/Solar,嘉義分所太陽光電/Chiayi Agricultural Experiment Branch Solars,30592
2025,04,太陽能/Solar,義竹工作站太陽光電/Yizhu Workstation Solars,36769
2025,04,太陽能/Solar,路北E/S太陽光電/Lubei E/S Solars,4705
2025,04,太陽能/Solar,高訓中心光電/Kaohsiung Training Institute Solars,41349
2025,04,太陽能/Solar,蘭嶼電廠太陽光電/Lanyu Power Plant Solars,3196
2025,04,太陽能/Solar,蘭嶼貯存場太陽光電/Lanyu Storage Unit Solars,0
2025,04,太陽能/Solar,金門酒廠太陽光電/Kinmen Kaoliang Liquor Inc. Solars,111717
2025,04,地熱/Geothermal,仁澤地熱/Renze Geothermal,249815
2025,05,陸域風力/Onshore Wind,石門風力/Shimen Wind Power,219961
2025,05,陸域風力/Onshore Wind,林口風力/Linkou Wind Power,304271
2025,05,陸域風力/Onshore Wind,蘆竹風力/Luzhu Wind Power,478278
2025,05,陸域風力/Onshore Wind,觀園風力/Guanyuan Wind Power,3616279
2025,05,陸域風力/Onshore Wind,大潭風力/Datan Wind Power,1075614
2025,05,陸域風力/Onshore Wind,新竹香山風力/Hsinchu Xiangshan Wind Power,476454
2025,05,陸域風力/Onshore Wind,台中港區風力/Taichung Harbor Wind Power,2389563
2025,05,陸域風力/Onshore Wind,台中電廠風力/Taichung Power Plant Wind Power,102992
2025,05,陸域風力/Onshore Wind,彰工風力Changgong Wind Power,5556436
2025,05,陸域風力/Onshore Wind,彰化王功風力/Changhua Wanggong Wind Power,1999057
2025,05,陸域風力/Onshore Wind,彰化永興風力/Changhua Yongxing Wind Power,828675
2025,05,陸域風力/Onshore Wind,雲林麥寮風力/Yunlin Mailiao Wind Power,2084791
2025,05,陸域風力/Onshore Wind,雲林台西風力發電站/Yunlin Taixi Wind Power,753086
2025,05,陸域風力/Onshore Wind,雲林四湖風力/Yunlin Sihu Wind Power,1702233
2025,05,陸域風力/Onshore Wind,恆春風力/Hengchun Wind Power,1020770
2025,05,陸域風力/Onshore Wind,中屯風力/Zhongtun Wind Power,0
2025,05,陸域風力/Onshore Wind,澎湖湖西風力/Penghu Huxi Wind Power,186842
2025,05,陸域風力/Onshore Wind,金沙風力/Jinsha Wind Power,340884
2025,05,陸域風力/Onshore Wind,澎湖龍門風力/Penghu Longmen Wind Power,477180
2025,05,離岸風力/Offshore Wind,離岸一期風力/Offshore Phase1 Wind Power,12606762
2025,05,太陽能/Solar,大潭電廠太陽光電/Datang Power Plant Solars,136304
2025,05,太陽能/Solar,北部儲運中心太陽光電/Northern Storage and Transportation Center Solars,104022
2025,05,太陽能/Solar,龍潭E/S太陽光電/Longtan E/S Solars,16765
2025,05,太陽能/Solar,竹工E/S太陽光電/Zhugong E/S Solars,25553
2025,05,太陽能/Solar,台中電廠太陽光電/Taichung Power Plant Solars,388951
2025,05,太陽能/Solar,台中龍井太陽光電/Taichung Longjing Solars,657815
2025,05,太陽能/Solar,中科E/S太陽光電/Zhongke E/S Solars,19618
2025,05,太陽能/Solar,彰化彰濱太陽光電/Changhua Changbin Solars,12822203
2025,05,太陽能/Solar,彰林E/S太陽光電/Changlin E/S Solars,31310
2025,05,太陽能/Solar,南投大彎太陽光電/Nantou Dawan Solars,67320
2025,05,太陽能/Solar,台南鹽田太陽光電/Tainan salt field Solars,21462814
2025,05,太陽能/Solar,台南七股太陽光電/Tainan Qigu Solars,744411
2025,05,太陽能/Solar,興達電廠太陽光電/Xingda Power Plant Solars,211588
2025,05,太陽能/Solar,永安鹽灘地太陽光電/Yongan Salt Flats Solars,462237
2025,05,太陽能/Solar,燕巢倉庫太陽光電/Yanchao Warehouse Solars,62013
2025,05,太陽能/Solar,高雄E/S太陽光電/Kaohsiung E/S Solars,97351
2025,05,太陽能/Solar,高雄保寧太陽光電/Kaohsiung Baoning Solars,99703
2025,05,太陽能/Solar,鳳山水庫太陽光電/Fengshan Reservoir Solars,263876
2025,05,太陽能/Solar,核三廠太陽光電/3rd Nuclear Power Plants Solars,446937
2025,05,太陽能/Solar,澎湖七美太陽光電/Penghu Qimei Solars,26907
2025,05,太陽能/Solar,澎湖尖山太陽光電/Penghu jianshan Solars,87588
2025,05,太陽能/Solar,金門金沙太陽光電/Kinmen Jinsha Solars,45785
2025,05,太陽能/Solar,金門塔山太陽光電/Kinmen Tashan Solars,28482
2025,05,太陽能/Solar,金門鵲山太陽光電/Kinmen Queshan Solars,5961
2025,05,太陽能/Solar,馬祖珠山太陽光電/Mazu Zhushan Solars,7592
2025,05,太陽能/Solar,"淡水3.5萬噸配水池太陽光電/Danshui Distribution Reservoir(35,000 tons) Solar",33796
2025,05,太陽能/Solar,中大D/S太陽光電/Zhongda D/S Solars,3274
2025,05,太陽能/Solar,平鎮淨水場太陽光電/Pingzhen Water Treatment Plant Solars,121426
2025,05,太陽能/Solar,大湳淨水場太陽光電/Danan Water Treatment Plant Solars,93864
2025,05,太陽能/Solar,龜山加壓站太陽光電/Guishan Booster Station Solars,32057
2025,05,太陽能/Solar,龍潭淨水場太陽光電/Longtan Water Treatment Plant Solars,37174
2025,05,太陽能/Solar,卓蘭會館太陽光電/Zhuolan Hostel Solars,3564
2025,05,太陽能/Solar,東興淨水場太陽光電/Dongxing Water Treatment Plant Solars,81601
2025,05,太陽能/Solar,后里E/S太陽光電/Houli E/S Solars,9341
2025,05,太陽能/Solar,中部儲運中心太陽光電/Central Storage and Transportation Center Solars,8951
2025,05,太陽能/Solar,東勢新伯公太陽光電/Dongshi Xinbogong Solars,80845
2025,05,太陽能/Solar,嘉義民雄太陽光電/Jiayi Minxiong Solars,4426
2025,05,太陽能/Solar,嘉義分所太陽光電/Chiayi Agricultural Experiment Branch Solars,36160
2025,05,太陽能/Solar,義竹工作站太陽光電/Yizhu Workstation Solars,43927
2025,05,太陽能/Solar,路北E/S太陽光電/Lubei E/S Solars,5126
2025,05,太陽能/Solar,高訓中心光電/Kaohsiung Training Institute Solars,53221
2025,05,太陽能/Solar,蘭嶼電廠太陽光電/Lanyu Power Plant Solars,3680
2025,05,太陽能/Solar,蘭嶼貯存場太陽光電/Lanyu Storage Unit Solars,0
2025,05,太陽能/Solar,金門酒廠太陽光電/Kinmen Kaoliang Liquor Inc. Solars,114049
2025,05,地熱/Geothermal,仁澤地熱/Renze Geothermal,250109
2025,06,陸域風力/Onshore Wind,石門風力/Shimen Wind Power,101551
2025,06,陸域風力/Onshore Wind,林口風力/Linkou Wind Power,253046
2025,06,陸域風力/Onshore Wind,蘆竹風力/Luzhu Wind Power,424520
2025,06,陸域風力/Onshore Wind,觀園風力/Guanyuan Wind Power,2882712
2025,06,陸域風力/Onshore Wind,大潭風力/Datan Wind Power,1062877
2025,06,陸域風力/Onshore Wind,新竹香山風力/Hsinchu Xiangshan Wind Power,464452
2025,06,陸域風力/Onshore Wind,台中港區風力/Taichung Harbor Wind Power,801308
2025,06,陸域風力/Onshore Wind,台中電廠風力/Taichung Power Plant Wind Power,21070
2025,06,陸域風力/Onshore Wind,彰工風力Changgong Wind Power,4339924
2025,06,陸域風力/Onshore Wind,彰化王功風力/Changhua Wanggong Wind Power,1043285
2025,06,陸域風力/Onshore Wind,彰化永興風力/Changhua Yongxing Wind Power,326819
2025,06,陸域風力/Onshore Wind,雲林麥寮風力/Yunlin Mailiao Wind Power,2078793
2025,06,陸域風力/Onshore Wind,雲林台西風力發電站/Yunlin Taixi Wind Power,598027
2025,06,陸域風力/Onshore Wind,雲林四湖風力/Yunlin Sihu Wind Power,1417838
2025,06,陸域風力/Onshore Wind,恆春風力/Hengchun Wind Power,631857
2025,06,陸域風力/Onshore Wind,中屯風力/Zhongtun Wind Power,0
2025,06,陸域風力/Onshore Wind,澎湖湖西風力/Penghu Huxi Wind Power,151104
2025,06,陸域風力/Onshore Wind,金沙風力/Jinsha Wind Power,343439
2025,06,陸域風力/Onshore Wind,澎湖龍門風力/Penghu Longmen Wind Power,490509
2025,06,離岸風力/Offshore Wind,離岸一期風力/Offshore Phase1 Wind Power,9654153
2025,06,太陽能/Solar,大潭電廠太陽光電/Datang Power Plant Solars,166287
2025,06,太陽能/Solar,北部儲運中心太陽光電/Northern Storage and Transportation Center Solars,120564
2025,06,太陽能/Solar,龍潭E/S太陽光電/Longtan E/S Solars,17829
2025,06,太陽能/Solar,竹工E/S太陽光電/Zhugong E/S Solars,28559
2025,06,太陽能/Solar,台中電廠太陽光電/Taichung Power Plant Solars,420634
2025,06,太陽能/Solar,台中龍井太陽光電/Taichung Longjing Solars,728756
2025,06,太陽能/Solar,中科E/S太陽光電/Zhongke E/S Solars,23600
2025,06,太陽能/Solar,彰化彰濱太陽光電/Changhua Changbin Solars,14068048
2025,06,太陽能/Solar,彰林E/S太陽光電/Changlin E/S Solars,32944
2025,06,太陽能/Solar,南投大彎太陽光電/Nantou Dawan Solars,100732
2025,06,太陽能/Solar,台南鹽田太陽光電/Tainan salt field Solars,20089984
2025,06,太陽能/Solar,台南七股太陽光電/Tainan Qigu Solars,678667
2025,06,太陽能/Solar,興達電廠太陽光電/Xingda Power Plant Solars,186667
2025,06,太陽能/Solar,永安鹽灘地太陽光電/Yongan Salt Flats Solars,406177
2025,06,太陽能/Solar,燕巢倉庫太陽光電/Yanchao Warehouse Solars,52875
2025,06,太陽能/Solar,高雄E/S太陽光電/Kaohsiung E/S Solars,90907
2025,06,太陽能/Solar,高雄保寧太陽光電/Kaohsiung Baoning Solars,86994
2025,06,太陽能/Solar,鳳山水庫太陽光電/Fengshan Reservoir Solars,226706
2025,06,太陽能/Solar,核三廠太陽光電/3rd Nuclear Power Plants Solars,405372
2025,06,太陽能/Solar,澎湖七美太陽光電/Penghu Qimei Solars,28946
2025,06,太陽能/Solar,澎湖尖山太陽光電/Penghu jianshan Solars,106471
2025,06,太陽能/Solar,金門金沙太陽光電/Kinmen Jinsha Solars,49498
2025,06,太陽能/Solar,金門塔山太陽光電/Kinmen Tashan Solars,32183
2025,06,太陽能/Solar,金門鵲山太陽光電/Kinmen Queshan Solars,7042
2025,06,太陽能/Solar,馬祖珠山太陽光電/Mazu Zhushan Solars,9990
2025,06,太陽能/Solar,"淡水3.5萬噸配水池太陽光電/Danshui Distribution Reservoir(35,000 tons) Solar",38153
2025,06,太陽能/Solar,中大D/S太陽光電/Zhongda D/S Solars,3677
2025,06,太陽能/Solar,平鎮淨水場太陽光電/Pingzhen Water Treatment Plant Solars,135051
2025,06,太陽能/Solar,大湳淨水場太陽光電/Danan Water Treatment Plant Solars,99966
2025,06,太陽能/Solar,龜山加壓站太陽光電/Guishan Booster Station Solars,34232
2025,06,太陽能/Solar,龍潭淨水場太陽光電/Longtan Water Treatment Plant Solars,37412
2025,06,太陽能/Solar,卓蘭會館太陽光電/Zhuolan Hostel Solars,3543
2025,06,太陽能/Solar,東興淨水場太陽光電/Dongxing Water Treatment Plant Solars,91327
2025,06,太陽能/Solar,后里E/S太陽光電/Houli E/S Solars,9340
2025,06,太陽能/Solar,中部儲運中心太陽光電/Central Storage and Transportation Center Solars,9292
2025,06,太陽能/Solar,東勢新伯公太陽光電/Dongshi Xinbogong Solars,84974
2025,06,太陽能/Solar,嘉義民雄太陽光電/Jiayi Minxiong Solars,3973
2025,06,太陽能/Solar,嘉義分所太陽光電/Chiayi Agricultural Experiment Branch Solars,32992
2025,06,太陽能/Solar,義竹工作站太陽光電/Yizhu Workstation Solars,41268
2025,06,太陽能/Solar,路北E/S太陽光電/Lubei E/S Solars,4449
2025,06,太陽能/Solar,高訓中心光電/Kaohsiung Training Institute Solars,45956
2025,06,太陽能/Solar,蘭嶼電廠太陽光電/Lanyu Power Plant Solars,3548
2025,06,太陽能/Solar,蘭嶼貯存場太陽光電/Lanyu Storage Unit Solars,0
2025,06,太陽能/Solar,金門酒廠太陽光電/Kinmen Kaoliang Liquor Inc. Solars,135230
2025,06,地熱/Geothermal,仁澤地熱/Renze Geothermal,198663
2025,07,陸域風力/Onshore Wind,石門風力/Shimen Wind Power,293126
2025,07,陸域風力/Onshore Wind,林口風力/Linkou Wind Power,553651
2025,07,陸域風力/Onshore Wind,蘆竹風力/Luzhu Wind Power,897507
2025,07,陸域風力/Onshore Wind,觀園風力/Guanyuan Wind Power,5863972
2025,07,陸域風力/Onshore Wind,大潭風力/Datan Wind Power,2023025
2025,07,陸域風力/Onshore Wind,新竹香山風力/Hsinchu Xiangshan Wind Power,598077
2025,07,陸域風力/Onshore Wind,台中港區風力/Taichung Harbor Wind Power,2155411
2025,07,陸域風力/Onshore Wind,台中電廠風力/Taichung Power Plant Wind Power,77858
2025,07,陸域風力/Onshore Wind,彰工風力Changgong Wind Power,5420677
2025,07,陸域風力/Onshore Wind,彰化王功風力/Changhua Wanggong Wind Power,1294477
2025,07,陸域風力/Onshore Wind,彰化永興風力/Changhua Yongxing Wind Power,681709
2025,07,陸域風力/Onshore Wind,雲林麥寮風力/Yunlin Mailiao Wind Power,2142977
2025,07,陸域風力/Onshore Wind,雲林台西風力發電站/Yunlin Taixi Wind Power,894806
2025,07,陸域風力/Onshore Wind,雲林四湖風力/Yunlin Sihu Wind Power,2629344
2025,07,陸域風力/Onshore Wind,恆春風力/Hengchun Wind Power,1347447
2025,07,陸域風力/Onshore Wind,中屯風力/Zhongtun Wind Power,0
2025,07,陸域風力/Onshore Wind,澎湖湖西風力/Penghu Huxi Wind Power,373224
2025,07,陸域風力/Onshore Wind,金沙風力/Jinsha Wind Power,621039
2025,07,陸域風力/Onshore Wind,澎湖龍門風力/Penghu Longmen Wind Power,994663
2025,07,離岸風力/Offshore Wind,離岸一期風力/Offshore Phase1 Wind Power,15545063
2025,07,太陽能/Solar,大潭電廠太陽光電/Datang Power Plant Solars,143205
2025,07,太陽能/Solar,北部儲運中心太陽光電/Northern Storage and Transportation Center Solars,106988
2025,07,太陽能/Solar,龍潭E/S太陽光電/Longtan E/S Solars,15991
2025,07,太陽能/Solar,竹工E/S太陽光電/Zhugong E/S Solars,25433
2025,07,太陽能/Solar,台中電廠太陽光電/Taichung Power Plant Solars,331856
2025,07,太陽能/Solar,台中龍井太陽光電/Taichung Longjing Solars,580553
2025,07,太陽能/Solar,中科E/S太陽光電/Zhongke E/S Solars,19403
2025,07,太陽能/Solar,彰化彰濱太陽光電/Changhua Changbin Solars,10844553
2025,07,太陽能/Solar,彰林E/S太陽光電/Changlin E/S Solars,25508
2025,07,太陽能/Solar,南投大彎太陽光電/Nantou Dawan Solars,85536
2025,07,太陽能/Solar,台南鹽田太陽光電/Tainan salt field Solars,15427978
2025,07,太陽能/Solar,台南七股太陽光電/Tainan Qigu Solars,483311
2025,07,太陽能/Solar,興達電廠太陽光電/Xingda Power Plant Solars,142388
2025,07,太陽能/Solar,永安鹽灘地太陽光電/Yongan Salt Flats Solars,269503
2025,07,太陽能/Solar,燕巢倉庫太陽光電/Yanchao Warehouse Solars,42347
2025,07,太陽能/Solar,高雄E/S太陽光電/Kaohsiung E/S Solars,66727
2025,07,太陽能/Solar,高雄保寧太陽光電/Kaohsiung Baoning Solars,63158
2025,07,太陽能/Solar,鳳山水庫太陽光電/Fengshan Reservoir Solars,149158
2025,07,太陽能/Solar,核三廠太陽光電/3rd Nuclear Power Plants Solars,299032
2025,07,太陽能/Solar,澎湖七美太陽光電/Penghu Qimei Solars,24132
2025,07,太陽能/Solar,澎湖尖山太陽光電/Penghu jianshan Solars,66589
2025,07,太陽能/Solar,金門金沙太陽光電/Kinmen Jinsha Solars,34510
2025,07,太陽能/Solar,金門塔山太陽光電/Kinmen Tashan Solars,28807
2025,07,太陽能/Solar,金門鵲山太陽光電/Kinmen Queshan Solars,6336
2025,07,太陽能/Solar,馬祖珠山太陽光電/Mazu Zhushan Solars,8603
2025,07,太陽能/Solar,"淡水3.5萬噸配水池太陽光電/Danshui Distribution Reservoir(35,000 tons) Solar",33550
2025,07,太陽能/Solar,中大D/S太陽光電/Zhongda D/S Solars,3270
2025,07,太陽能/Solar,平鎮淨水場太陽光電/Pingzhen Water Treatment Plant Solars,121843
2025,07,太陽能/Solar,大湳淨水場太陽光電/Danan Water Treatment Plant Solars,92502
2025,07,太陽能/Solar,龜山加壓站太陽光電/Guishan Booster Station Solars,32459
2025,07,太陽能/Solar,龍潭淨水場太陽光電/Longtan Water Treatment Plant Solars,35589
2025,07,太陽能/Solar,卓蘭會館太陽光電/Zhuolan Hostel Solars,2968
2025,07,太陽能/Solar,東興淨水場太陽光電/Dongxing Water Treatment Plant Solars,76520
2025,07,太陽能/Solar,后里E/S太陽光電/Houli E/S Solars,8115
2025,07,太陽能/Solar,中部儲運中心太陽光電/Central Storage and Transportation Center Solars,7881
2025,07,太陽能/Solar,東勢新伯公太陽光電/Dongshi Xinbogong Solars,68303
2025,07,太陽能/Solar,嘉義民雄太陽光電/Jiayi Minxiong Solars,2751
2025,07,太陽能/Solar,嘉義分所太陽光電/Chiayi Agricultural Experiment Branch Solars,23530
2025,07,太陽能/Solar,義竹工作站太陽光電/Yizhu Workstation Solars,32047
2025,07,太陽能/Solar,路北E/S太陽光電/Lubei E/S Solars,3326
2025,07,太陽能/Solar,高訓中心光電/Kaohsiung Training Institute Solars,34067
2025,07,太陽能/Solar,蘭嶼電廠太陽光電/Lanyu Power Plant Solars,2879
2025,07,太陽能/Solar,蘭嶼貯存場太陽光電/Lanyu Storage Unit Solars,1361
2025,07,太陽能/Solar,金門酒廠太陽光電/Kinmen Kaoliang Liquor Inc. Solars,119313
2025,07,地熱/Geothermal,仁澤地熱/Renze Geothermal,15201
2025,08,陸域風力/Onshore Wind,石門風力/Shimen Wind Power,109047
2025,08,陸域風力/Onshore Wind,林口風力/Linkou Wind Power,466446
2025,08,陸域風力/Onshore Wind,蘆竹風力/Luzhu Wind Power,565963
2025,08,陸域風力/Onshore Wind,觀園風力/Guanyuan Wind Power,3063194
2025,08,陸域風力/Onshore Wind,大潭風力/Datan Wind Power,995626
2025,08,陸域風力/Onshore Wind,新竹香山風力/Hsinchu Xiangshan Wind Power,236969
2025,08,陸域風力/Onshore Wind,台中港區風力/Taichung Harbor Wind Power,1277672
2025,08,陸域風力/Onshore Wind,台中電廠風力/Taichung Power Plant Wind Power,32387
2025,08,陸域風力/Onshore Wind,彰工風力Changgong Wind Power,3839550
2025,08,陸域風力/Onshore Wind,彰化王功風力/Changhua Wanggong Wind Power,519599
2025,08,陸域風力/Onshore Wind,彰化永興風力/Changhua Yongxing Wind Power,193849
2025,08,陸域風力/Onshore Wind,雲林麥寮風力/Yunlin Mailiao Wind Power,1399797
2025,08,陸域風力/Onshore Wind,雲林台西風力發電站/Yunlin Taixi Wind Power,551614
2025,08,陸域風力/Onshore Wind,雲林四湖風力/Yunlin Sihu Wind Power,1461372
2025,08,陸域風力/Onshore Wind,恆春風力/Hengchun Wind Power,677079
2025,08,陸域風力/Onshore Wind,中屯風力/Zhongtun Wind Power,0
2025,08,陸域風力/Onshore Wind,澎湖湖西風力/Penghu Huxi Wind Power,132218
2025,08,陸域風力/Onshore Wind,金沙風力/Jinsha Wind Power,360788
2025,08,陸域風力/Onshore Wind,澎湖龍門風力/Penghu Longmen Wind Power,317847
2025,08,離岸風力/Offshore Wind,離岸一期風力/Offshore Phase1 Wind Power,8428755
2025,08,太陽能/Solar,大潭電廠太陽光電/Datang Power Plant Solars,191463
2025,08,太陽能/Solar,北部儲運中心太陽光電/Northern Storage and Transportation Center Solars,139941
2025,08,太陽能/Solar,龍潭E/S太陽光電/Longtan E/S Solars,20967
2025,08,太陽能/Solar,竹工E/S太陽光電/Zhugong E/S Solars,33336
2025,08,太陽能/Solar,台中電廠太陽光電/Taichung Power Plant Solars,422122
2025,08,太陽能/Solar,台中龍井太陽光電/Taichung Longjing Solars,742952
2025,08,太陽能/Solar,中科E/S太陽光電/Zhongke E/S Solars,23765
2025,08,太陽能/Solar,彰化彰濱太陽光電/Changhua Changbin Solars,13553288
2025,08,太陽能/Solar,彰林E/S太陽光電/Changlin E/S Solars,31036
2025,08,太陽能/Solar,南投大彎太陽光電/Nantou Dawan Solars,107177
2025,08,太陽能/Solar,台南鹽田太陽光電/Tainan salt field Solars,19624360
2025,08,太陽能/Solar,台南七股太陽光電/Tainan Qigu Solars,637264
2025,08,太陽能/Solar,興達電廠太陽光電/Xingda Power Plant Solars,193505
2025,08,太陽能/Solar,永安鹽灘地太陽光電/Yongan Salt Flats Solars,361011
2025,08,太陽能/Solar,燕巢倉庫太陽光電/Yanchao Warehouse Solars,51020
2025,08,太陽能/Solar,高雄E/S太陽光電/Kaohsiung E/S Solars,87819
2025,08,太陽能/Solar,高雄保寧太陽光電/Kaohsiung Baoning Solars,81085
2025,08,太陽能/Solar,鳳山水庫太陽光電/Fengshan Reservoir Solars,179945
2025,08,太陽能/Solar,核三廠太陽光電/3rd Nuclear Power Plants Solars,345311
2025,08,太陽能/Solar,澎湖七美太陽光電/Penghu Qimei Solars,27916
2025,08,太陽能/Solar,澎湖尖山太陽光電/Penghu jianshan Solars,99663
2025,08,太陽能/Solar,金門金沙太陽光電/Kinmen Jinsha Solars,46794
2025,08,太陽能/Solar,金門塔山太陽光電/Kinmen Tashan Solars,32446
2025,08,太陽能/Solar,金門鵲山太陽光電/Kinmen Queshan Solars,6917
2025,08,太陽能/Solar,馬祖珠山太陽光電/Mazu Zhushan Solars,11145
2025,08,太陽能/Solar,"淡水3.5萬噸配水池太陽光電/Danshui Distribution Reservoir(35,000 tons) Solar",46025
2025,08,太陽能/Solar,中大D/S太陽光電/Zhongda D/S Solars,4233
2025,08,太陽能/Solar,平鎮淨水場太陽光電/Pingzhen Water Treatment Plant Solars,156726
2025,08,太陽能/Solar,大湳淨水場太陽光電/Danan Water Treatment Plant Solars,114987
2025,08,太陽能/Solar,龜山加壓站太陽光電/Guishan Booster Station Solars,41327
2025,08,太陽能/Solar,龍潭淨水場太陽光電/Longtan Water Treatment Plant Solars,45381
2025,08,太陽能/Solar,卓蘭會館太陽光電/Zhuolan Hostel Solars,3839
2025,08,太陽能/Solar,東興淨水場太陽光電/Dongxing Water Treatment Plant Solars,97802
2025,08,太陽能/Solar,后里E/S太陽光電/Houli E/S Solars,9745
2025,08,太陽能/Solar,中部儲運中心太陽光電/Central Storage and Transportation Center Solars,9598
2025,08,太陽能/Solar,東勢新伯公太陽光電/Dongshi Xinbogong Solars,82105
2025,08,太陽能/Solar,嘉義民雄太陽光電/Jiayi Minxiong Solars,3602
2025,08,太陽能/Solar,嘉義分所太陽光電/Chiayi Agricultural Experiment Branch Solars,31203
2025,08,太陽能/Solar,義竹工作站太陽光電/Yizhu Workstation Solars,36667
2025,08,太陽能/Solar,路北E/S太陽光電/Lubei E/S Solars,4441
2025,08,太陽能/Solar,高訓中心光電/Kaohsiung Training Institute Solars,42168
2025,08,太陽能/Solar,蘭嶼電廠太陽光電/Lanyu Power Plant Solars,2997
2025,08,太陽能/Solar,蘭嶼貯存場太陽光電/Lanyu Storage Unit Solars,2155
2025,08,太陽能/Solar,金門酒廠太陽光電/Kinmen Kaoliang Liquor Inc. Solars,129582
2025,08,地熱/Geothermal,仁澤地熱/Renze Geothermal,268742
2025,09,陸域風力/Onshore Wind,石門風力/Shimen Wind Power,204494
2025,09,陸域風力/Onshore Wind,林口風力/Linkou Wind Power,462106
2025,09,陸域風力/Onshore Wind,蘆竹風力/Luzhu Wind Power,466669
2025,09,陸域風力/Onshore Wind,觀園風力/Guanyuan Wind Power,2151958
2025,09,陸域風力/Onshore Wind,大潭風力/Datan Wind Power,476550
2025,09,陸域風力/Onshore Wind,新竹香山風力/Hsinchu Xiangshan Wind Power,47107
2025,09,陸域風力/Onshore Wind,台中港區風力/Taichung Harbor Wind Power,527637
2025,09,陸域風力/Onshore Wind,台中電廠風力/Taichung Power Plant Wind Power,23495
2025,09,陸域風力/Onshore Wind,彰工風力Changgong Wind Power,1362553
2025,09,陸域風力/Onshore Wind,彰化王功風力/Changhua Wanggong Wind Power,410991
2025,09,陸域風力/Onshore Wind,彰化永興風力/Changhua Yongxing Wind Power,151212
2025,09,陸域風力/Onshore Wind,雲林麥寮風力/Yunlin Mailiao Wind Power,654526
2025,09,陸域風力/Onshore Wind,雲林台西風力發電站/Yunlin Taixi Wind Power,232464
2025,09,陸域風力/Onshore Wind,雲林四湖風力/Yunlin Sihu Wind Power,739923
2025,09,陸域風力/Onshore Wind,恆春風力/Hengchun Wind Power,590836
2025,09,陸域風力/Onshore Wind,中屯風力/Zhongtun Wind Power,0
